Fecha,Medicamento,Consumo Histórico,Inventario Actual,Brote Enfermedad (0/1),Nivel de Ingresos (Bajo/Medio/Alto),Desabastecimiento (0/1)
2021-03-29,Simvastatina,377,413,0,Alto,0
2023-12-16,Simvastatina,389,829,0,Alto,0
2023-10-08,Omeprazol,479,998,1,Medio,0
2021-11-24,Paracetamol,244,144,0,Medio,0
2022-03-19,Salbutamol,239,557,0,Alto,0
2022-11-03,Metformina,173,378,0,Bajo,0
2021-03-31,Paracetamol,152,205,0,Bajo,0
2023-11-06,Simvastatina,277,914,0,Alto,0
2022-12-14,Loratadina,122,750,0,Bajo,0
2024-05-08,Paracetamol,80,819,0,Alto,1
2021-06-05,Amoxicilina,61,937,0,Bajo,0
2022-04-20,Simvastatina,397,927,0,Bajo,0
2022-10-27,Metformina,119,635,0,Bajo,0
2023-03-04,Omeprazol,81,136,1,Medio,0
2023-10-16,Salbutamol,64,627,0,Bajo,0
2021-01-09,Loratadina,63,787,0,Medio,0
2021-07-10,Amoxicilina,420,529,0,Medio,0
2022-11-24,Amoxicilina,130,180,0,Alto,0
2022-05-28,Aspirina,471,224,0,Alto,0
2021-02-25,Amoxicilina,219,981,0,Bajo,0
2021-06-15,Loratadina,365,595,0,Alto,0
2021-09-24,Losartan,337,305,1,Bajo,0
2023-04-23,Metformina,214,757,1,Bajo,0
2023-03-08,Losartan,253,572,0,Bajo,0
2021-06-04,Loratadina,133,760,0,Bajo,0
2021-11-04,Omeprazol,185,607,0,Medio,1
2024-03-09,Metformina,207,260,0,Medio,0
2023-05-14,Aspirina,191,854,0,Medio,0
2021-03-19,Metformina,66,925,1,Medio,0
2024-03-05,Simvastatina,479,541,0,Medio,0
2021-08-19,Ibuprofeno,268,706,0,Bajo,0
2023-12-13,Ibuprofeno,298,219,0,Medio,0
2021-11-12,Paracetamol,332,359,0,Alto,0
2022-09-16,Simvastatina,394,268,0,Alto,0
2023-02-24,Amoxicilina,343,868,0,Alto,0
2021-05-07,Simvastatina,54,391,0,Medio,0
2022-09-30,Omeprazol,150,152,0,Medio,0
2023-12-10,Salbutamol,56,408,0,Medio,0
2022-05-21,Metformina,59,131,0,Alto,0
2021-04-14,Ibuprofeno,353,778,0,Bajo,0
2021-07-20,Simvastatina,444,698,0,Alto,0
2024-05-21,Losartan,393,237,0,Alto,0
2023-05-04,Loratadina,161,254,0,Alto,0
2021-12-21,Amoxicilina,343,469,0,Medio,0
2022-03-06,Paracetamol,207,895,0,Medio,0
2023-06-29,Omeprazol,465,703,0,Medio,0
2023-05-29,Omeprazol,214,482,0,Medio,0
2023-07-24,Losartan,413,339,0,Medio,0
2022-04-03,Salbutamol,331,125,0,Alto,0
2021-11-18,Simvastatina,492,811,0,Bajo,0
2022-12-16,Salbutamol,218,192,0,Alto,0
2022-07-10,Metformina,178,163,0,Alto,0
2021-12-08,Amoxicilina,278,457,0,Bajo,0
2021-09-13,Omeprazol,285,359,0,Bajo,0
2022-11-30,Loratadina,282,332,0,Bajo,0
2023-07-02,Losartan,158,706,1,Medio,0
2022-07-26,Aspirina,108,261,0,Alto,0
2023-01-06,Metformina,258,160,0,Medio,0
2023-04-03,Salbutamol,185,812,0,Bajo,0
2024-01-03,Aspirina,499,829,0,Medio,0
2022-12-28,Metformina,71,423,0,Bajo,0
2023-03-04,Salbutamol,365,267,0,Alto,0
2022-09-21,Simvastatina,400,282,1,Bajo,0
2023-04-19,Simvastatina,239,673,1,Medio,0
2022-05-19,Salbutamol,440,790,1,Bajo,0
2022-08-10,Losartan,234,918,0,Medio,0
2022-02-25,Paracetamol,353,425,0,Alto,0
2022-08-02,Ibuprofeno,189,820,0,Bajo,0
2021-11-14,Ibuprofeno,68,879,0,Bajo,0
2023-11-07,Omeprazol,494,577,0,Alto,1
2023-08-17,Simvastatina,480,783,0,Bajo,0
2023-01-05,Losartan,189,270,0,Bajo,0
2022-01-16,Losartan,155,530,0,Medio,0
2022-11-22,Salbutamol,79,846,0,Alto,0
2024-07-04,Losartan,54,453,0,Medio,0
2024-07-12,Losartan,161,251,0,Alto,0
2021-01-13,Loratadina,207,232,0,Bajo,0
2023-07-29,Paracetamol,343,727,0,Medio,0
2022-09-08,Paracetamol,85,768,1,Alto,0
2024-01-15,Loratadina,268,563,0,Medio,0
2021-11-22,Metformina,424,213,0,Alto,0
2024-04-18,Aspirina,330,857,0,Medio,0
2021-08-05,Paracetamol,492,944,0,Medio,0
2023-10-08,Amoxicilina,487,463,0,Alto,0
2021-03-05,Ibuprofeno,265,469,0,Alto,0
2021-05-18,Aspirina,308,123,0,Bajo,0
2024-01-15,Metformina,483,114,0,Medio,0
2024-08-05,Salbutamol,476,873,0,Medio,0
2021-07-19,Omeprazol,250,631,0,Medio,0
2021-04-16,Losartan,421,761,0,Medio,0
2022-05-07,Aspirina,480,994,0,Medio,0
2021-03-07,Metformina,443,401,0,Medio,0
2021-12-25,Aspirina,454,736,0,Medio,0
2022-02-11,Loratadina,299,362,0,Alto,0
2021-02-21,Aspirina,445,787,0,Bajo,0
2022-05-06,Losartan,483,894,0,Alto,0
2023-11-15,Metformina,73,389,1,Bajo,0
2022-07-22,Salbutamol,301,500,0,Bajo,0
2024-03-07,Aspirina,418,467,0,Alto,0
2022-12-06,Aspirina,227,203,0,Bajo,0
2023-07-03,Losartan,301,766,0,Bajo,0
2024-07-04,Omeprazol,212,546,0,Medio,0
2023-11-16,Amoxicilina,357,756,1,Bajo,0
2021-09-04,Amoxicilina,341,315,1,Medio,0
2021-08-26,Metformina,333,428,0,Bajo,0
2022-07-19,Simvastatina,433,175,0,Alto,0
2023-05-07,Salbutamol,119,957,0,Bajo,0
2023-10-11,Amoxicilina,296,839,0,Bajo,0
2021-06-23,Aspirina,339,944,0,Medio,0
2024-03-13,Amoxicilina,194,472,0,Bajo,0
2023-02-02,Loratadina,245,559,0,Alto,0
2022-10-30,Paracetamol,360,320,0,Medio,0
2021-06-27,Ibuprofeno,396,693,0,Bajo,0
2023-12-15,Omeprazol,237,448,0,Bajo,0
2022-06-18,Metformina,180,784,0,Bajo,0
2023-02-06,Metformina,197,321,0,Medio,0
2023-09-26,Paracetamol,126,262,0,Alto,0
2021-01-15,Paracetamol,250,825,0,Alto,0
2022-02-06,Omeprazol,86,677,0,Bajo,0
2024-08-18,Salbutamol,242,491,0,Medio,0
2023-01-09,Simvastatina,101,292,0,Bajo,0
2021-01-02,Aspirina,50,891,0,Alto,0
2021-09-04,Salbutamol,59,242,0,Alto,0
2021-05-29,Salbutamol,71,854,0,Bajo,0
2024-01-25,Paracetamol,125,560,0,Medio,0
2023-09-17,Simvastatina,120,215,0,Alto,0
2024-02-19,Amoxicilina,73,826,0,Alto,0
2021-02-01,Simvastatina,98,794,0,Medio,0
2024-07-11,Paracetamol,285,352,0,Alto,0
2023-07-31,Amoxicilina,335,985,0,Alto,1
2023-07-05,Metformina,294,483,0,Medio,0
2022-03-28,Simvastatina,130,366,0,Bajo,0
2021-01-23,Omeprazol,338,676,0,Bajo,0
2024-04-16,Omeprazol,291,483,0,Medio,0
2023-08-09,Loratadina,242,926,0,Medio,0
2021-12-18,Simvastatina,122,800,0,Alto,0
2023-05-15,Omeprazol,120,686,0,Alto,0
2023-07-05,Metformina,163,317,0,Alto,0
2022-04-16,Simvastatina,324,796,0,Bajo,0
2021-12-11,Metformina,120,450,0,Bajo,0
2022-12-08,Loratadina,266,605,0,Medio,0
2021-09-29,Losartan,273,163,0,Medio,0
2022-04-05,Omeprazol,64,877,0,Medio,0
2021-12-18,Losartan,121,206,0,Bajo,0
2024-02-27,Loratadina,293,673,0,Medio,0
2021-07-24,Amoxicilina,179,654,0,Bajo,0
2023-10-17,Amoxicilina,82,614,0,Bajo,0
2024-02-15,Loratadina,87,920,0,Medio,0
2022-09-07,Losartan,193,624,0,Bajo,0
2024-07-21,Loratadina,206,384,0,Alto,0
2023-01-16,Paracetamol,449,247,0,Bajo,0
2023-08-12,Metformina,448,553,0,Alto,0
2023-11-10,Amoxicilina,151,887,0,Bajo,0
2023-10-01,Losartan,347,888,0,Bajo,0
2024-08-02,Simvastatina,355,799,0,Medio,0
2024-04-19,Amoxicilina,279,182,0,Medio,0
2023-09-18,Aspirina,397,114,0,Alto,0
2022-04-19,Simvastatina,284,593,0,Bajo,0
2022-12-28,Loratadina,108,736,0,Alto,0
2024-08-09,Simvastatina,345,606,0,Bajo,0
2021-07-08,Paracetamol,252,769,0,Medio,0
2024-04-12,Simvastatina,130,137,0,Alto,1
2024-01-29,Aspirina,206,155,1,Alto,0
2024-05-08,Omeprazol,370,655,0,Alto,0
2024-03-21,Omeprazol,222,431,1,Medio,0
2023-10-18,Aspirina,97,697,0,Bajo,0
2023-10-27,Ibuprofeno,51,962,0,Bajo,1
2024-04-01,Salbutamol,454,806,0,Alto,0
2023-11-20,Ibuprofeno,100,293,0,Alto,0
2023-06-18,Simvastatina,98,303,0,Bajo,0
2022-04-25,Amoxicilina,341,336,0,Bajo,0
2022-04-30,Loratadina,76,718,0,Medio,0
2023-08-11,Omeprazol,229,224,0,Medio,0
2024-07-22,Salbutamol,181,163,0,Medio,0
2021-05-12,Amoxicilina,266,506,0,Bajo,0
2024-06-19,Salbutamol,443,356,0,Alto,0
2021-04-09,Metformina,84,907,0,Alto,0
2022-12-11,Salbutamol,363,104,0,Bajo,0
2022-10-23,Paracetamol,330,435,0,Medio,0
2023-07-31,Loratadina,127,124,0,Bajo,0
2023-09-22,Salbutamol,414,344,1,Alto,0
2021-05-09,Paracetamol,460,503,0,Medio,0
2021-11-03,Metformina,293,634,0,Bajo,0
2021-02-15,Aspirina,222,753,0,Bajo,0
2023-02-28,Loratadina,53,596,0,Bajo,0
2023-04-09,Salbutamol,204,351,0,Alto,0
2023-02-11,Metformina,195,955,0,Medio,0
2021-08-04,Loratadina,255,455,0,Alto,0
2022-03-24,Aspirina,406,498,0,Bajo,0
2024-07-21,Ibuprofeno,323,678,0,Bajo,0
2023-10-19,Omeprazol,157,694,0,Bajo,0
2024-05-18,Salbutamol,129,964,0,Bajo,0
2022-09-25,Salbutamol,185,465,1,Bajo,0
2023-07-02,Metformina,396,342,0,Bajo,0
2023-02-01,Salbutamol,318,292,0,Alto,0
2021-07-07,Omeprazol,441,898,0,Medio,0
2022-04-22,Paracetamol,449,614,0,Bajo,0
2021-04-07,Losartan,314,563,0,Bajo,0
2022-08-12,Simvastatina,237,991,0,Medio,0
2022-10-07,Simvastatina,290,436,0,Alto,0
2023-02-12,Salbutamol,453,328,0,Medio,0
2022-05-20,Metformina,365,354,0,Alto,0
2023-04-01,Metformina,363,596,0,Alto,0
2024-03-15,Simvastatina,113,709,0,Alto,0
2022-11-19,Metformina,362,746,0,Bajo,0
2021-06-01,Aspirina,146,472,0,Alto,0
2021-12-04,Loratadina,330,533,0,Bajo,0
2024-08-20,Paracetamol,481,955,0,Alto,0
2023-01-26,Paracetamol,346,801,1,Medio,0
2021-08-04,Loratadina,226,987,0,Bajo,0
2022-05-11,Simvastatina,370,323,0,Medio,0
2024-07-15,Simvastatina,71,392,0,Medio,0
2024-03-20,Salbutamol,77,728,0,Bajo,0
2023-05-10,Aspirina,417,988,0,Medio,0
2022-03-15,Losartan,423,436,0,Alto,0
2021-08-05,Losartan,195,737,0,Medio,0
2023-06-29,Salbutamol,62,637,0,Alto,0
2023-07-09,Amoxicilina,483,780,0,Medio,0
2023-06-06,Salbutamol,92,633,1,Bajo,0
2023-05-30,Metformina,174,429,0,Bajo,0
2023-11-10,Ibuprofeno,324,716,0,Medio,1
2021-04-15,Paracetamol,209,324,0,Medio,0
2023-09-05,Salbutamol,293,478,0,Alto,1
2023-06-22,Paracetamol,482,763,0,Bajo,0
2021-08-07,Simvastatina,355,266,0,Medio,0
2024-05-23,Losartan,284,288,0,Bajo,1
2022-12-23,Omeprazol,151,645,1,Bajo,0
2021-01-26,Omeprazol,190,433,0,Medio,0
2024-08-11,Salbutamol,452,692,0,Alto,0
2023-12-11,Metformina,412,105,0,Medio,0
2023-07-08,Omeprazol,268,894,0,Alto,0
2024-05-08,Amoxicilina,471,926,0,Medio,0
2023-07-20,Simvastatina,427,231,0,Bajo,0
2023-04-01,Paracetamol,73,710,0,Bajo,0
2022-08-24,Loratadina,205,491,0,Medio,0
2021-05-08,Amoxicilina,115,706,0,Bajo,0
2021-02-28,Metformina,321,605,0,Medio,1
2023-02-01,Omeprazol,168,371,1,Bajo,0
2021-10-30,Salbutamol,141,237,0,Bajo,0
2022-03-28,Ibuprofeno,281,989,0,Medio,0
2023-02-16,Aspirina,64,386,1,Alto,0
2023-07-07,Paracetamol,279,586,0,Alto,0
2022-08-01,Amoxicilina,313,792,1,Bajo,0
2021-10-04,Salbutamol,215,635,0,Medio,0
2024-04-26,Salbutamol,328,934,0,Medio,0
2021-01-01,Omeprazol,179,179,0,Alto,0
2021-01-19,Amoxicilina,484,896,0,Alto,0
2022-01-23,Losartan,164,925,0,Bajo,0
2023-09-14,Aspirina,348,990,0,Medio,0
2021-01-19,Omeprazol,474,325,0,Medio,0
2022-05-04,Simvastatina,292,985,0,Bajo,0
2023-11-10,Losartan,92,647,0,Bajo,0
2022-01-27,Aspirina,193,601,0,Medio,0
2023-06-15,Loratadina,133,160,0,Bajo,0
2022-01-07,Aspirina,348,678,1,Alto,0
2024-01-14,Omeprazol,313,547,0,Medio,0
2021-01-08,Losartan,201,689,0,Bajo,0
2024-02-12,Omeprazol,364,554,0,Bajo,0
2021-10-31,Loratadina,325,884,0,Alto,0
2021-06-28,Amoxicilina,119,884,0,Medio,0
2023-09-10,Simvastatina,113,140,0,Bajo,0
2021-11-29,Omeprazol,391,344,0,Bajo,0
2021-01-30,Losartan,482,552,1,Alto,0
2022-07-29,Metformina,395,192,0,Medio,0
2024-03-20,Omeprazol,427,591,0,Medio,0
2021-09-06,Salbutamol,101,215,0,Bajo,0
2023-05-26,Ibuprofeno,336,776,0,Bajo,0
2021-09-22,Ibuprofeno,180,145,0,Medio,0
2024-05-13,Amoxicilina,307,200,0,Bajo,1
2024-01-30,Amoxicilina,90,915,0,Medio,0
2021-12-23,Simvastatina,353,551,0,Bajo,1
2021-05-25,Aspirina,166,509,0,Medio,0
2024-02-24,Amoxicilina,218,754,0,Bajo,0
2022-11-25,Omeprazol,414,472,0,Medio,0
2021-02-21,Salbutamol,353,762,0,Alto,0
2021-04-10,Amoxicilina,298,527,0,Alto,0
2023-05-17,Ibuprofeno,91,556,0,Alto,0
2024-02-09,Metformina,249,178,0,Alto,0
2023-05-15,Ibuprofeno,146,200,0,Medio,0
2021-01-29,Losartan,498,274,0,Bajo,0
2024-06-12,Metformina,213,584,0,Bajo,0
2021-09-29,Aspirina,169,198,0,Medio,0
2023-09-29,Salbutamol,88,967,0,Bajo,0
2022-02-25,Loratadina,331,632,0,Alto,0
2022-05-31,Aspirina,217,704,0,Alto,0
2021-12-24,Amoxicilina,419,568,0,Alto,0
2021-09-17,Paracetamol,255,481,0,Alto,0
2023-10-13,Simvastatina,80,610,0,Medio,0
2022-11-15,Ibuprofeno,227,994,0,Alto,0
2021-10-30,Metformina,280,163,0,Alto,0
2024-08-22,Losartan,66,526,1,Bajo,0
2023-08-28,Aspirina,342,952,0,Alto,0
2021-11-27,Aspirina,447,588,0,Medio,0
2023-05-29,Paracetamol,83,413,0,Medio,0
2022-02-17,Losartan,208,158,0,Alto,0
2023-12-09,Metformina,384,308,0,Alto,0
2021-08-07,Paracetamol,286,593,0,Alto,0
2022-08-11,Loratadina,60,273,0,Medio,0
2023-03-17,Amoxicilina,347,259,0,Medio,0
2021-07-27,Salbutamol,340,180,0,Medio,0
2023-12-05,Metformina,490,988,0,Bajo,0
2021-11-24,Omeprazol,348,747,0,Medio,0
2021-08-08,Ibuprofeno,62,624,0,Alto,0
2023-06-27,Ibuprofeno,163,841,0,Alto,0
2024-08-18,Omeprazol,359,950,0,Medio,0
2021-02-08,Ibuprofeno,471,285,0,Alto,0
2023-01-11,Salbutamol,340,451,0,Medio,0
2021-02-03,Paracetamol,218,919,0,Medio,0
2024-07-12,Amoxicilina,391,239,0,Bajo,0
2021-06-30,Aspirina,79,491,0,Bajo,0
2021-02-18,Loratadina,284,550,0,Bajo,0
2022-11-10,Omeprazol,253,871,0,Alto,0
2023-02-09,Loratadina,491,819,1,Alto,0
2023-02-15,Losartan,303,418,0,Medio,0
2023-05-09,Metformina,157,498,0,Alto,0
2021-08-13,Amoxicilina,112,150,1,Bajo,0
2022-09-22,Salbutamol,208,172,0,Medio,0
2023-07-03,Metformina,265,792,0,Alto,0
2022-02-10,Salbutamol,136,207,0,Alto,0
2023-08-27,Simvastatina,255,796,0,Bajo,0
2022-09-17,Paracetamol,289,870,0,Alto,0
2022-07-23,Salbutamol,81,677,1,Medio,0
2021-02-18,Loratadina,63,401,0,Alto,1
2023-02-27,Losartan,147,365,0,Alto,0
2022-03-03,Amoxicilina,398,151,0,Bajo,0
2021-05-17,Omeprazol,348,665,0,Bajo,0
2024-08-08,Simvastatina,416,822,0,Alto,0
2023-09-28,Metformina,478,866,0,Alto,0
2022-01-01,Aspirina,360,128,0,Medio,0
2022-06-14,Aspirina,50,459,1,Alto,0
2023-01-21,Metformina,61,368,0,Bajo,0
2022-07-24,Salbutamol,354,147,0,Medio,0
2023-08-24,Simvastatina,121,272,0,Medio,0
2024-01-31,Omeprazol,152,619,0,Bajo,0
2021-03-31,Omeprazol,324,605,0,Alto,0
2024-06-03,Loratadina,265,214,0,Alto,0
2021-07-11,Paracetamol,280,250,0,Bajo,0
2022-05-07,Simvastatina,125,854,0,Medio,0
2023-10-11,Losartan,62,182,1,Medio,0
2021-03-19,Salbutamol,307,928,0,Alto,0
2023-08-10,Ibuprofeno,331,119,0,Bajo,0
2023-01-19,Salbutamol,364,487,0,Bajo,0
2024-04-08,Omeprazol,366,485,0,Medio,0
2021-01-07,Loratadina,278,934,0,Bajo,0
2023-10-22,Losartan,480,672,0,Bajo,0
2024-04-26,Simvastatina,239,822,1,Medio,0
2023-06-23,Loratadina,181,650,0,Alto,0
2021-10-10,Amoxicilina,284,571,0,Alto,0
2022-10-12,Paracetamol,406,903,0,Alto,0
2023-02-26,Paracetamol,156,187,0,Medio,0
2022-09-22,Loratadina,499,660,0,Alto,0
2021-04-02,Amoxicilina,361,247,0,Alto,1
2023-05-26,Ibuprofeno,257,510,0,Alto,0
2022-11-06,Losartan,116,340,0,Bajo,0
2022-01-22,Amoxicilina,360,567,0,Bajo,1
2021-04-21,Loratadina,382,155,0,Alto,0
2023-02-19,Paracetamol,328,149,0,Alto,0
2021-02-15,Paracetamol,117,573,0,Alto,0
2024-04-12,Losartan,381,551,0,Bajo,0
2024-03-05,Omeprazol,139,653,1,Medio,0
2021-09-10,Metformina,138,634,0,Alto,0
2023-02-04,Ibuprofeno,55,178,1,Medio,0
2023-02-02,Loratadina,204,211,0,Medio,0
2021-11-06,Metformina,302,993,0,Alto,0
2022-08-06,Ibuprofeno,275,402,1,Alto,0
2021-05-24,Salbutamol,347,420,0,Alto,0
2023-07-18,Amoxicilina,330,815,0,Alto,0
2022-02-08,Loratadina,362,122,0,Medio,0
2023-08-06,Losartan,190,617,0,Bajo,0
2023-01-23,Losartan,363,335,0,Medio,0
2022-05-27,Simvastatina,240,401,0,Bajo,0
2022-05-03,Aspirina,450,992,0,Medio,0
2022-01-22,Omeprazol,292,258,0,Alto,0
2021-02-24,Ibuprofeno,257,329,0,Medio,0
2024-08-21,Loratadina,135,429,0,Alto,0
2021-11-24,Salbutamol,309,771,0,Medio,0
2022-09-05,Ibuprofeno,423,846,0,Alto,0
2021-11-07,Paracetamol,94,581,0,Medio,0
2024-01-27,Paracetamol,146,514,1,Bajo,0
2021-01-14,Amoxicilina,127,775,0,Alto,0
2023-09-30,Ibuprofeno,242,633,0,Bajo,0
2024-05-06,Aspirina,412,225,0,Bajo,0
2024-08-17,Amoxicilina,491,602,0,Bajo,0
2021-06-08,Losartan,288,127,0,Alto,0
2023-05-18,Metformina,267,461,0,Alto,0
2021-10-23,Omeprazol,442,568,0,Bajo,0
2021-05-14,Amoxicilina,346,303,0,Bajo,0
2022-11-10,Losartan,178,566,0,Medio,0
2023-09-11,Salbutamol,63,310,0,Alto,0
2022-11-02,Losartan,71,236,0,Medio,0
2021-03-21,Simvastatina,385,361,0,Bajo,0
2023-10-14,Simvastatina,166,197,0,Bajo,0
2023-10-18,Losartan,184,689,1,Alto,0
2023-12-22,Salbutamol,249,311,0,Bajo,0
2024-08-05,Salbutamol,82,859,0,Bajo,0
2021-07-04,Aspirina,416,281,0,Bajo,0
2024-06-03,Ibuprofeno,432,980,0,Alto,0
2023-12-19,Metformina,60,310,0,Medio,0
2022-05-16,Ibuprofeno,295,468,0,Bajo,0
2023-08-31,Aspirina,225,247,1,Alto,0
2022-06-21,Losartan,159,139,0,Bajo,0
2021-08-07,Simvastatina,263,258,0,Alto,0
2023-03-05,Simvastatina,194,463,1,Medio,0
2024-04-25,Loratadina,263,796,0,Alto,0
2021-06-07,Metformina,499,235,0,Bajo,0
2022-06-23,Losartan,208,380,0,Alto,0
2024-06-21,Losartan,131,529,0,Alto,1
2024-07-15,Simvastatina,99,824,0,Medio,0
2024-02-07,Ibuprofeno,288,850,0,Alto,1
2024-07-01,Metformina,192,206,0,Alto,0
2022-08-22,Losartan,425,764,0,Medio,0
2022-08-19,Salbutamol,202,803,0,Bajo,0
2021-11-07,Amoxicilina,396,317,0,Medio,0
2021-03-03,Salbutamol,326,468,0,Alto,0
2021-11-12,Paracetamol,365,955,1,Medio,0
2023-02-25,Aspirina,130,780,0,Bajo,0
2021-07-03,Salbutamol,213,367,0,Medio,0
2024-02-07,Loratadina,162,928,0,Medio,0
2022-03-22,Metformina,205,594,0,Medio,0
2024-07-19,Metformina,205,336,0,Alto,0
2022-09-19,Ibuprofeno,312,924,0,Medio,0
2022-08-04,Loratadina,299,711,0,Alto,0
2022-04-07,Amoxicilina,443,757,0,Bajo,0
2023-12-11,Metformina,157,142,1,Medio,0
2022-05-28,Omeprazol,170,518,1,Bajo,0
2024-06-25,Simvastatina,494,291,1,Alto,0
2022-12-03,Omeprazol,353,917,0,Bajo,0
2021-06-19,Omeprazol,101,885,0,Alto,0
2021-03-26,Losartan,362,364,0,Bajo,0
2022-04-17,Paracetamol,116,767,0,Bajo,0
2024-05-27,Aspirina,147,332,0,Medio,0
2024-07-22,Salbutamol,279,414,0,Bajo,0
2024-05-07,Ibuprofeno,399,817,0,Medio,0
2022-01-18,Paracetamol,331,623,0,Bajo,0
2023-09-03,Salbutamol,210,880,1,Alto,0
2023-10-29,Paracetamol,218,985,0,Alto,0
2021-12-30,Loratadina,259,849,0,Alto,0
2023-05-22,Ibuprofeno,88,268,0,Alto,0
2021-10-29,Loratadina,444,399,1,Medio,0
2023-02-28,Losartan,342,550,0,Alto,0
2023-12-17,Paracetamol,115,175,0,Medio,0
2024-08-26,Losartan,171,952,0,Bajo,0
2022-09-22,Ibuprofeno,348,595,0,Bajo,0
2023-08-24,Loratadina,415,800,0,Bajo,0
2021-08-17,Simvastatina,75,511,0,Medio,0
2022-01-12,Aspirina,212,824,0,Bajo,1
2023-06-12,Paracetamol,416,256,0,Medio,0
2022-05-05,Aspirina,128,844,0,Medio,0
2021-11-08,Ibuprofeno,441,504,0,Medio,0
2021-10-26,Salbutamol,330,651,0,Bajo,0
2022-09-07,Losartan,90,464,0,Bajo,0
2022-08-08,Salbutamol,217,211,0,Medio,0
2024-05-10,Loratadina,282,359,0,Bajo,0
2023-07-17,Metformina,290,344,0,Alto,0
2022-09-20,Metformina,335,783,0,Bajo,0
2023-09-12,Simvastatina,468,310,1,Alto,0
2021-11-20,Salbutamol,73,707,0,Bajo,0
2022-10-09,Aspirina,437,157,0,Medio,0
2023-11-23,Paracetamol,283,406,0,Alto,0
2021-10-23,Amoxicilina,228,279,0,Bajo,0
2022-01-07,Aspirina,179,909,0,Medio,0
2023-05-04,Loratadina,98,820,1,Medio,0
2021-12-03,Aspirina,282,994,0,Alto,0
2023-06-23,Paracetamol,259,941,0,Medio,0
2021-11-26,Metformina,50,425,0,Alto,0
2024-03-28,Losartan,52,184,0,Alto,0
2022-08-15,Aspirina,53,428,0,Alto,0
2023-04-19,Omeprazol,91,981,0,Alto,0
2021-12-06,Losartan,249,370,0,Alto,0
2024-07-20,Metformina,323,385,0,Alto,0
2021-12-18,Simvastatina,396,319,0,Alto,0
2022-06-14,Amoxicilina,129,144,0,Bajo,0
2024-06-08,Ibuprofeno,172,594,1,Medio,0
2022-06-16,Aspirina,197,800,0,Alto,0
2022-12-06,Loratadina,240,762,0,Alto,1
2023-07-31,Simvastatina,355,976,0,Alto,0
2021-10-29,Simvastatina,111,618,0,Bajo,0
2021-06-24,Amoxicilina,499,639,1,Bajo,0
2021-09-27,Omeprazol,498,398,1,Bajo,0
2022-03-25,Paracetamol,456,454,0,Alto,0
2021-07-06,Simvastatina,453,696,0,Bajo,0
2024-05-30,Omeprazol,125,636,1,Bajo,1
2021-03-28,Aspirina,57,783,0,Medio,0
2022-07-01,Loratadina,347,802,0,Medio,0
2024-07-19,Omeprazol,78,533,0,Bajo,0
2024-07-25,Ibuprofeno,494,908,0,Medio,0
2021-12-13,Simvastatina,361,535,0,Medio,0
2024-02-26,Omeprazol,63,465,0,Bajo,0
2021-09-24,Omeprazol,357,849,0,Bajo,0
2022-06-05,Omeprazol,355,650,0,Bajo,0
2023-07-17,Paracetamol,111,270,0,Bajo,1
2023-11-06,Loratadina,102,917,0,Medio,0
2024-04-30,Omeprazol,75,663,0,Bajo,1
2024-07-27,Salbutamol,67,686,0,Medio,0
2021-04-04,Omeprazol,391,526,1,Bajo,0
2024-07-02,Ibuprofeno,159,236,0,Alto,0
2022-11-26,Metformina,218,459,0,Bajo,0
2023-02-17,Simvastatina,266,197,0,Bajo,0
2022-09-05,Amoxicilina,90,109,0,Medio,0
2023-06-06,Omeprazol,289,381,0,Alto,0
2022-02-18,Ibuprofeno,476,350,0,Bajo,0
2023-08-25,Loratadina,86,162,0,Bajo,0
2024-07-21,Loratadina,166,706,0,Bajo,0
2021-03-22,Paracetamol,299,372,0,Alto,0
2021-07-17,Metformina,76,429,0,Medio,0
2021-07-09,Ibuprofeno,384,906,0,Alto,0
2024-06-06,Losartan,71,713,1,Bajo,0
2024-08-04,Omeprazol,397,659,0,Bajo,1
2023-07-15,Metformina,409,204,0,Bajo,0
2024-04-22,Loratadina,362,683,0,Medio,0
2021-03-18,Omeprazol,156,140,0,Alto,0
2023-11-03,Loratadina,351,745,0,Medio,0
2021-11-01,Amoxicilina,452,628,0,Medio,0
2022-09-16,Ibuprofeno,307,799,0,Bajo,1
2022-05-22,Loratadina,451,126,0,Alto,0
2022-01-31,Metformina,187,609,0,Medio,0
2022-05-14,Metformina,398,344,0,Bajo,0
2021-10-02,Ibuprofeno,238,188,0,Medio,0
2024-08-04,Metformina,87,381,0,Bajo,0
2021-09-13,Paracetamol,350,985,0,Alto,0
2021-03-21,Losartan,162,675,0,Alto,0
2022-09-24,Paracetamol,424,708,0,Bajo,0
2021-05-21,Simvastatina,228,571,0,Medio,0
2023-09-18,Losartan,430,640,0,Bajo,0
2024-06-05,Salbutamol,492,212,0,Bajo,0
2021-10-18,Losartan,287,383,1,Medio,0
2021-05-12,Metformina,116,319,0,Alto,0
2024-04-09,Paracetamol,65,931,0,Bajo,1
2023-12-02,Metformina,237,877,0,Bajo,0
2022-10-13,Metformina,115,873,0,Alto,0
2024-07-24,Aspirina,432,555,0,Medio,0
2023-02-25,Paracetamol,433,958,0,Alto,0
2022-11-24,Salbutamol,196,916,0,Bajo,0
2021-08-05,Loratadina,351,519,0,Alto,0
2021-05-29,Paracetamol,154,874,0,Medio,0
